id,filial_id,cliente_id,data_venda,valor_total,desconto,forma_pagamento,status
312,10,163,2025-12-05 13:54:00,13.2,0.0,CARTAO_DEBITO,CONCLUIDA
313,9,151,2024-01-14 11:01:00,158.4,0.0,CARTAO_DEBITO,CONCLUIDA
314,1,,2026-02-12 19:56:00,19.8,0.0,CARTAO_CREDITO,CONCLUIDA
315,3,188,2025-11-01 11:34:00,98.6,6.83,DINHEIRO,CONCLUIDA
316,2,24,2026-04-07 21:50:00,24.5,0.0,PIX,CONCLUIDA
317,2,156,2025-11-23 17:28:00,17.2,0.0,CONVENIO,CONCLUIDA
318,2,130,2025-03-19 20:09:00,100.4,0.0,PIX,CONCLUIDA
319,10,119,2025-11-22 14:35:00,67.6,0.0,CARTAO_DEBITO,CONCLUIDA
320,1,,2025-01-18 15:25:00,173.8,0.0,PIX,CONCLUIDA
321,9,112,2026-02-28 20:46:00,171.5,22.52,CARTAO_CREDITO,CONCLUIDA
322,9,166,2026-05-05 15:43:00,20.9,0.0,DINHEIRO,CONCLUIDA
323,13,151,2024-03-23 16:58:00,28.4,0.0,CARTAO_CREDITO,CONCLUIDA
324,9,193,2026-01-15 21:05:00,54.4,0.0,DINHEIRO,CONCLUIDA
325,1,126,2025-08-04 20:44:00,46.8,0.0,CARTAO_CREDITO,CONCLUIDA
326,2,,2025-10-16 10:12:00,27.5,0.0,DINHEIRO,CONCLUIDA
327,9,163,2025-11-27 09:24:00,16.9,0.0,DINHEIRO,CONCLUIDA
328,1,193,2025-11-12 17:50:00,28.4,0.0,CONVENIO,CONCLUIDA
329,15,125,2025-12-19 17:27:00,417.6,35.75,CARTAO_CREDITO,CONCLUIDA
330,1,179,2025-09-09 08:38:00,70.4,0.0,DINHEIRO,CONCLUIDA
331,9,164,2026-04-12 13:01:00,249.1,0.0,CARTAO_DEBITO,CONCLUIDA
332,15,,2026-01-21 14:18:00,79.9,0.0,CARTAO_DEBITO,CONCLUIDA
333,12,115,2025-05-08 18:34:00,32.9,0.0,CARTAO_CREDITO,CANCELADA
334,14,99,2024-08-13 19:16:00,624.0,52.62,CARTAO_DEBITO,CONCLUIDA
335,10,168,2025-07-29 21:27:00,35.9,0.0,PIX,CONCLUIDA
336,9,30,2025-09-03 21:20:00,93.4,0.0,CONVENIO,CONCLUIDA
337,4,174,2024-05-09 16:42:00,71.9,0.0,CARTAO_DEBITO,CONCLUIDA
338,11,57,2026-02-18 10:38:00,273.3,0.0,CARTAO_CREDITO,CONCLUIDA
339,9,75,2025-01-20 08:51:00,74.4,0.0,CARTAO_CREDITO,CONCLUIDA
340,11,,2025-07-11 16:25:00,156.7,0.0,CARTAO_CREDITO,CONCLUIDA
341,5,193,2026-06-05 20:03:00,261.0,0.0,PIX,CONCLUIDA
342,2,93,2025-08-12 09:43:00,104.4,0.0,PIX,CONCLUIDA
343,9,,2025-02-17 11:02:00,76.8,0.0,DINHEIRO,CONCLUIDA
344,9,167,2026-05-19 18:28:00,24.5,0.0,CARTAO_CREDITO,CONCLUIDA
345,2,147,2026-06-20 19:06:00,51.6,0.0,PIX,CONCLUIDA
346,2,183,2026-03-25 16:11:00,533.7,0.0,CARTAO_CREDITO,CONCLUIDA
347,2,169,2024-07-04 21:38:00,389.8,0.0,CARTAO_DEBITO,CONCLUIDA
348,2,144,2025-07-17 09:07:00,72.9,5.84,CARTAO_DEBITO,CONCLUIDA
349,8,169,2025-09-09 17:31:00,461.4,0.0,CARTAO_DEBITO,CONCLUIDA
350,1,56,2025-09-08 16:13:00,8.5,0.0,CARTAO_DEBITO,CONCLUIDA
351,13,22,2025-11-23 14:44:00,127.5,0.0,DINHEIRO,CONCLUIDA
352,4,131,2025-03-05 21:09:00,79.9,0.0,CARTAO_CREDITO,CONCLUIDA
353,9,86,2024-05-29 21:51:00,85.5,0.0,CARTAO_CREDITO,CONCLUIDA
354,10,135,2024-11-09 17:52:00,69.8,0.0,PIX,CONCLUIDA
355,9,,2026-01-15 10:22:00,550.7,0.0,PIX,CONCLUIDA
356,2,189,2026-05-23 13:45:00,215.6,0.0,PIX,CONCLUIDA
357,8,59,2025-08-13 12:26:00,129.8,0.0,PIX,CONCLUIDA
358,7,,2025-03-10 18:32:00,15.2,0.0,PIX,CONCLUIDA
359,10,158,2025-07-03 19:27:00,180.0,0.0,PIX,CONCLUIDA
360,2,35,2025-07-26 14:31:00,190.7,0.0,CARTAO_CREDITO,CONCLUIDA
361,2,76,2025-07-01 19:40:00,169.0,0.0,CARTAO_DEBITO,CONCLUIDA
362,13,,2026-05-18 15:03:00,241.8,0.0,CARTAO_CREDITO,CONCLUIDA
363,4,126,2026-03-27 16:57:00,9.5,0.0,CARTAO_CREDITO,CONCLUIDA
364,7,94,2025-10-01 16:51:00,211.3,0.0,CARTAO_CREDITO,CONCLUIDA
365,4,171,2026-03-02 18:17:00,75.0,0.0,DINHEIRO,CONCLUIDA
366,14,,2025-08-25 09:50:00,12.9,0.0,DINHEIRO,CONCLUIDA
367,11,153,2025-03-20 15:18:00,8.5,0.0,CARTAO_CREDITO,CONCLUIDA
368,3,68,2024-09-10 18:52:00,75.8,0.0,CARTAO_CREDITO,CONCLUIDA
369,2,103,2025-10-06 10:27:00,17.5,0.0,DINHEIRO,CONCLUIDA
370,15,110,2026-03-18 14:41:00,62.9,0.0,DINHEIRO,CONCLUIDA
371,4,11,2026-06-03 19:20:00,95.6,0.0,CARTAO_CREDITO,CONCLUIDA
372,1,142,2024-05-13 13:23:00,77.8,0.0,PIX,CONCLUIDA
373,1,155,2026-04-26 18:52:00,117.6,0.0,CARTAO_CREDITO,CONCLUIDA
374,2,108,2025-11-06 20:54:00,160.7,0.0,PIX,CONCLUIDA
375,5,,2025-07-11 10:38:00,246.0,0.0,CARTAO_CREDITO,CONCLUIDA
376,5,53,2025-09-19 17:13:00,17.9,0.0,CARTAO_DEBITO,CONCLUIDA
377,3,182,2025-08-29 10:14:00,19.8,0.0,DINHEIRO,CONCLUIDA
378,2,,2025-11-04 21:13:00,34.9,0.0,CARTAO_DEBITO,CONCLUIDA
379,14,,2025-09-06 14:57:00,27.9,2.39,CARTAO_DEBITO,CONCLUIDA
380,3,5,2026-04-24 09:46:00,73.8,0.0,PIX,CONCLUIDA
381,9,,2026-02-13 11:46:00,50.1,0.0,PIX,CONCLUIDA
382,9,,2025-11-21 08:19:00,71.9,0.0,CARTAO_CREDITO,CONCLUIDA
383,6,166,2024-04-12 19:33:00,78.8,0.0,DINHEIRO,CONCLUIDA
384,2,69,2026-05-17 17:00:00,62.9,0.0,PIX,CONCLUIDA
385,1,195,2026-02-12 21:10:00,62.4,0.0,CARTAO_CREDITO,CANCELADA
386,1,27,2026-01-28 10:00:00,8.5,0.0,PIX,CONCLUIDA
387,13,176,2026-04-22 09:31:00,188.7,0.0,CARTAO_CREDITO,CONCLUIDA
388,4,22,2025-09-11 10:11:00,26.9,0.0,CARTAO_CREDITO,CONCLUIDA
389,3,,2025-08-22 12:58:00,131.6,0.0,CARTAO_CREDITO,CONCLUIDA
390,2,115,2026-03-15 15:52:00,66.4,0.0,DINHEIRO,CONCLUIDA
391,4,178,2025-09-08 20:40:00,94.6,0.0,CARTAO_CREDITO,CONCLUIDA
392,1,135,2026-06-20 20:47:00,62.9,0.0,CARTAO_CREDITO,CANCELADA
393,9,,2024-03-02 13:23:00,531.0,0.0,PIX,CONCLUIDA
394,10,179,2025-01-21 19:01:00,80.4,0.0,CARTAO_DEBITO,CONCLUIDA
395,1,21,2025-07-06 17:53:00,26.9,0.0,PIX,CONCLUIDA
396,14,185,2026-05-26 19:00:00,39.9,0.0,CARTAO_CREDITO,CONCLUIDA
397,5,117,2025-11-09 17:32:00,20.9,1.83,CARTAO_CREDITO,CONCLUIDA
398,10,15,2025-10-02 21:47:00,199.8,0.0,CONVENIO,CONCLUIDA
399,1,109,2025-08-24 09:04:00,217.7,0.0,CARTAO_CREDITO,CONCLUIDA
400,4,164,2024-09-03 12:05:00,37.0,0.0,CONVENIO,CONCLUIDA
401,10,,2025-12-08 20:25:00,442.1,0.0,PIX,CONCLUIDA
402,1,184,2025-10-18 20:43:00,89.8,0.0,CARTAO_DEBITO,CONCLUIDA
403,2,160,2025-03-17 08:57:00,254.9,13.13,PIX,CONCLUIDA
404,4,,2024-03-30 15:06:00,98.9,0.0,CARTAO_CREDITO,CONCLUIDA
405,1,198,2026-02-27 12:48:00,138.3,0.0,PIX,CONCLUIDA
406,2,160,2025-01-17 09:43:00,67.5,0.0,CARTAO_CREDITO,CANCELADA
407,12,41,2025-08-06 11:24:00,639.6,0.0,PIX,CONCLUIDA
408,13,52,2025-08-02 13:21:00,245.8,0.0,CONVENIO,CONCLUIDA
409,9,9,2026-03-03 14:03:00,237.8,29.93,PIX,CONCLUIDA
410,3,37,2026-01-23 09:19:00,100.0,0.0,PIX,CONCLUIDA
411,13,193,2025-10-09 13:26:00,48.8,0.0,CARTAO_CREDITO,CANCELADA
412,10,20,2025-08-15 17:09:00,385.8,0.0,CARTAO_CREDITO,CONCLUIDA
413,14,,2025-10-16 17:06:00,99.1,0.0,DINHEIRO,CONCLUIDA
414,9,,2026-01-02 08:19:00,62.7,0.0,PIX,CONCLUIDA
415,9,196,2025-09-28 15:27:00,48.8,0.0,CARTAO_CREDITO,CONCLUIDA
416,9,26,2026-04-05 21:06:00,19.5,0.0,DINHEIRO,CONCLUIDA
417,9,129,2025-07-16 18:18:00,172.5,0.0,PIX,CONCLUIDA
418,14,119,2026-05-26 19:50:00,71.8,0.0,PIX,CONCLUIDA
419,9,107,2024-01-05 14:02:00,71.8,0.0,DINHEIRO,CONCLUIDA
420,4,147,2024-09-04 16:25:00,26.0,0.0,CARTAO_CREDITO,CONCLUIDA
421,13,112,2026-06-28 20:08:00,159.7,0.0,CARTAO_DEBITO,CONCLUIDA
422,1,198,2025-07-14 17:45:00,330.8,0.0,CARTAO_DEBITO,CONCLUIDA
423,4,14,2025-09-11 18:01:00,98.8,0.0,CARTAO_DEBITO,CONCLUIDA
424,13,127,2026-05-08 11:25:00,117.9,0.0,DINHEIRO,CONCLUIDA
425,13,,2025-07-05 10:42:00,262.2,0.0,CARTAO_DEBITO,CONCLUIDA
426,9,190,2025-08-31 11:38:00,35.8,0.0,DINHEIRO,CONCLUIDA
427,13,36,2026-06-19 10:17:00,32.9,0.0,CARTAO_CREDITO,CONCLUIDA
428,10,132,2024-07-16 12:11:00,214.6,0.0,CARTAO_CREDITO,CONCLUIDA
429,7,,2025-11-16 21:20:00,18.7,0.0,CARTAO_DEBITO,CONCLUIDA
430,2,131,2026-01-25 12:38:00,83.4,0.0,PIX,CONCLUIDA
431,2,56,2025-01-15 10:49:00,21.0,0.0,CARTAO_CREDITO,CONCLUIDA
432,4,17,2026-05-04 11:33:00,66.1,0.0,CARTAO_CREDITO,CONCLUIDA
433,1,12,2025-03-07 09:07:00,74.8,0.0,CARTAO_CREDITO,CONCLUIDA
434,15,,2026-01-22 08:57:00,132.1,0.0,CARTAO_DEBITO,CONCLUIDA
435,3,103,2025-12-07 15:39:00,172.5,0.0,DINHEIRO,CONCLUIDA
436,11,,2025-10-22 08:52:00,379.8,0.0,DINHEIRO,CONCLUIDA
437,1,95,2025-07-04 08:59:00,19.8,0.0,CARTAO_DEBITO,CONCLUIDA
438,4,98,2025-09-25 10:37:00,39.0,0.0,CARTAO_CREDITO,CONCLUIDA
439,5,32,2025-10-31 17:30:00,503.1,0.0,CARTAO_DEBITO,CONCLUIDA
440,10,127,2025-07-06 18:13:00,135.3,0.0,CARTAO_CREDITO,CONCLUIDA
441,4,,2025-11-02 10:54:00,360.0,0.0,CARTAO_DEBITO,CONCLUIDA
442,3,,2024-05-30 15:56:00,26.4,0.0,DINHEIRO,CANCELADA
443,9,68,2026-04-07 09:22:00,12.9,0.0,CARTAO_CREDITO,CONCLUIDA
444,4,98,2025-03-08 11:18:00,7.9,0.0,CARTAO_CREDITO,CONCLUIDA
445,9,29,2025-07-27 08:36:00,39.8,0.0,CARTAO_CREDITO,CONCLUIDA
446,5,57,2026-06-19 19:17:00,12.5,0.0,CARTAO_CREDITO,CONCLUIDA
447,10,129,2025-09-29 15:47:00,232.9,0.0,CARTAO_CREDITO,CONCLUIDA
448,1,,2024-06-23 18:48:00,218.8,0.0,PIX,CONCLUIDA
449,9,,2025-06-21 16:10:00,693.3,0.0,PIX,CONCLUIDA
450,4,91,2025-12-17 16:49:00,226.2,0.0,CARTAO_DEBITO,CONCLUIDA
451,7,190,2025-03-17 13:13:00,28.5,0.0,PIX,CONCLUIDA
452,9,,2026-03-26 10:16:00,169.9,0.0,PIX,CONCLUIDA
453,4,134,2026-05-04 17:07:00,53.8,0.0,CARTAO_CREDITO,CONCLUIDA
454,9,75,2025-11-11 10:19:00,98.9,7.74,CARTAO_CREDITO,CONCLUIDA
455,1,111,2025-06-30 08:16:00,165.2,0.0,DINHEIRO,CONCLUIDA
456,14,174,2025-03-08 14:57:00,71.9,0.0,DINHEIRO,CONCLUIDA
457,12,,2025-10-10 12:08:00,84.5,0.0,CARTAO_CREDITO,CONCLUIDA
458,9,112,2026-03-26 15:44:00,307.6,0.0,CARTAO_CREDITO,CONCLUIDA
459,2,,2025-08-17 16:23:00,215.3,0.0,DINHEIRO,CANCELADA
460,10,,2025-07-27 09:03:00,558.6,0.0,CARTAO_CREDITO,CONCLUIDA
461,8,127,2026-06-10 18:54:00,18.4,1.2,CARTAO_CREDITO,CONCLUIDA
462,8,27,2026-03-15 15:25:00,76.9,0.0,DINHEIRO,CONCLUIDA
463,12,157,2026-05-29 18:39:00,13.2,0.0,DINHEIRO,CONCLUIDA
464,2,140,2026-03-02 12:18:00,174.8,0.0,CARTAO_DEBITO,CONCLUIDA
465,1,166,2025-11-03 17:28:00,372.0,0.0,DINHEIRO,CONCLUIDA
466,8,45,2024-12-26 18:46:00,75.5,0.0,CARTAO_DEBITO,CONCLUIDA
467,11,121,2024-07-03 17:45:00,87.7,0.0,PIX,CONCLUIDA
468,1,188,2025-08-18 18:06:00,286.1,0.0,CARTAO_CREDITO,CONCLUIDA
469,13,65,2025-08-06 15:48:00,21.8,0.0,CARTAO_CREDITO,CONCLUIDA
470,9,65,2026-06-12 12:14:00,83.8,0.0,CARTAO_CREDITO,CONCLUIDA
471,9,53,2025-09-09 08:23:00,287.7,0.0,PIX,CONCLUIDA
472,7,,2026-02-27 16:22:00,95.2,0.0,CARTAO_CREDITO,CONCLUIDA
473,7,139,2025-10-22 21:18:00,41.5,0.0,PIX,CONCLUIDA
474,1,133,2025-05-27 12:25:00,701.5,0.0,CARTAO_DEBITO,CONCLUIDA
475,5,196,2025-10-12 16:52:00,201.7,0.0,PIX,CONCLUIDA
476,1,190,2024-03-23 16:30:00,19.8,0.0,PIX,CONCLUIDA
477,4,59,2025-07-28 08:49:00,28.5,0.0,PIX,CONCLUIDA
478,1,179,2026-06-24 14:35:00,77.4,5.67,DINHEIRO,CONCLUIDA
479,2,138,2025-07-07 21:46:00,27.9,0.0,CARTAO_CREDITO,CONCLUIDA
480,4,63,2024-05-12 17:25:00,49.9,0.0,CARTAO_CREDITO,CONCLUIDA
481,10,,2026-05-29 11:28:00,283.1,0.0,PIX,CONCLUIDA
482,14,21,2025-09-08 21:33:00,155.9,0.0,CARTAO_CREDITO,CONCLUIDA
483,10,,2025-07-17 12:17:00,24.5,0.0,CARTAO_DEBITO,CONCLUIDA
484,1,114,2025-10-13 14:11:00,124.4,13.79,CARTAO_DEBITO,CONCLUIDA
485,13,,2025-08-28 11:48:00,148.0,0.0,DINHEIRO,CONCLUIDA
486,15,109,2026-04-16 20:33:00,440.8,0.0,CARTAO_CREDITO,CONCLUIDA
487,9,169,2026-05-30 20:49:00,379.8,0.0,CARTAO_DEBITO,CONCLUIDA
488,1,10,2025-05-06 18:54:00,56.9,0.0,CARTAO_DEBITO,CONCLUIDA
489,3,67,2024-05-10 11:40:00,110.5,0.0,CARTAO_CREDITO,CONCLUIDA
490,14,,2024-01-17 18:54:00,50.7,0.0,PIX,CONCLUIDA
491,3,96,2025-11-28 14:04:00,289.2,0.0,CARTAO_DEBITO,CONCLUIDA
492,2,39,2024-01-27 09:38:00,35.8,0.0,CARTAO_CREDITO,CONCLUIDA
493,4,169,2025-01-25 20:41:00,7.2,0.0,DINHEIRO,CONCLUIDA
494,10,32,2025-06-24 20:03:00,228.1,0.0,CARTAO_DEBITO,CONCLUIDA
495,10,117,2025-08-28 19:15:00,174.2,0.0,CARTAO_CREDITO,CONCLUIDA
496,15,,2026-01-24 18:37:00,137.8,0.0,CARTAO_DEBITO,CONCLUIDA
497,9,198,2025-09-30 15:00:00,317.7,29.59,CARTAO_CREDITO,CONCLUIDA
498,15,136,2025-03-08 13:08:00,193.9,0.0,CARTAO_CREDITO,CONCLUIDA
499,1,19,2024-12-29 15:58:00,253.6,0.0,CARTAO_CREDITO,CONCLUIDA
500,9,,2025-09-15 08:37:00,390.9,0.0,CARTAO_DEBITO,CONCLUIDA
501,3,145,2026-03-25 17:32:00,233.8,0.0,PIX,CONCLUIDA
502,10,,2026-03-22 12:36:00,34.9,0.0,PIX,CONCLUIDA
503,6,,2025-11-09 17:48:00,7.9,0.0,DINHEIRO,CONCLUIDA
504,10,11,2025-07-06 16:51:00,88.7,0.0,CARTAO_CREDITO,CONCLUIDA
505,8,,2025-08-25 19:45:00,27.9,1.78,PIX,CONCLUIDA
506,9,,2026-02-01 20:14:00,12.9,0.0,PIX,CONCLUIDA
507,9,177,2025-07-19 14:06:00,365.2,0.0,PIX,CONCLUIDA
508,2,121,2025-10-03 19:31:00,98.7,0.0,CARTAO_CREDITO,CONCLUIDA
509,1,143,2025-12-28 10:02:00,28.5,0.0,CARTAO_CREDITO,CONCLUIDA
510,8,,2026-05-10 11:56:00,113.4,0.0,CARTAO_CREDITO,CONCLUIDA
511,13,108,2024-11-29 11:42:00,148.9,0.0,CARTAO_CREDITO,CONCLUIDA
512,2,,2026-06-03 15:38:00,98.9,0.0,CARTAO_CREDITO,CONCLUIDA
513,5,83,2025-12-09 14:25:00,50.9,0.0,PIX,CONCLUIDA
514,4,147,2025-07-02 11:49:00,593.9,0.0,CARTAO_DEBITO,CONCLUIDA
515,10,13,2026-01-01 16:12:00,277.1,0.0,CONVENIO,CONCLUIDA
516,14,6,2025-06-23 09:32:00,39.8,0.0,CARTAO_CREDITO,CONCLUIDA
517,3,97,2024-05-14 21:47:00,105.1,0.0,PIX,CONCLUIDA
518,2,80,2025-03-11 16:47:00,10.2,0.0,DINHEIRO,CONCLUIDA
519,4,57,2025-07-28 12:30:00,75.9,0.0,CARTAO_CREDITO,CONCLUIDA
520,1,7,2025-10-26 15:23:00,84.5,0.0,CARTAO_CREDITO,CONCLUIDA
521,1,126,2025-08-11 10:25:00,62.3,0.0,CARTAO_DEBITO,CONCLUIDA
522,2,145,2025-07-02 12:44:00,93.2,0.0,CARTAO_CREDITO,CONCLUIDA
523,7,190,2024-03-24 09:27:00,31.4,0.0,CARTAO_DEBITO,CONCLUIDA
524,1,,2026-05-16 20:33:00,300.8,0.0,CARTAO_CREDITO,CONCLUIDA
525,3,96,2025-09-22 10:18:00,35.9,0.0,CARTAO_DEBITO,CONCLUIDA
526,14,,2026-05-22 10:10:00,208.0,24.99,CARTAO_DEBITO,CONCLUIDA
527,1,25,2026-02-24 17:10:00,77.0,0.0,DINHEIRO,CONCLUIDA
528,12,79,2026-01-22 12:35:00,179.9,0.0,CARTAO_DEBITO,CONCLUIDA
529,9,85,2026-04-29 17:17:00,244.9,0.0,CONVENIO,CONCLUIDA
530,2,1,2025-07-26 10:32:00,589.7,0.0,PIX,CONCLUIDA
531,10,91,2026-03-24 13:33:00,88.0,0.0,DINHEIRO,CONCLUIDA
532,9,65,2025-07-25 14:41:00,125.8,0.0,CARTAO_CREDITO,CONCLUIDA
533,6,49,2025-09-29 19:00:00,36.4,0.0,CARTAO_CREDITO,CONCLUIDA
534,8,70,2025-11-17 18:30:00,532.2,0.0,CARTAO_CREDITO,CONCLUIDA
535,1,183,2025-09-28 21:54:00,103.3,0.0,DINHEIRO,CONCLUIDA
536,3,,2026-01-25 08:21:00,256.8,0.0,PIX,CONCLUIDA
537,1,,2025-11-13 09:11:00,10.2,0.0,CARTAO_CREDITO,CONCLUIDA
538,11,,2026-04-13 13:07:00,332.7,0.0,CARTAO_CREDITO,CONCLUIDA
539,4,6,2026-03-18 08:13:00,153.5,0.0,CARTAO_DEBITO,CONCLUIDA
540,10,14,2025-11-23 10:17:00,14.4,0.0,DINHEIRO,CONCLUIDA
541,15,113,2026-03-07 13:37:00,426.5,0.0,CARTAO_CREDITO,CONCLUIDA
542,10,175,2024-07-31 13:44:00,75.4,0.0,CONVENIO,CONCLUIDA
543,13,162,2025-09-09 15:37:00,269.7,0.0,CARTAO_CREDITO,CANCELADA
544,5,166,2024-07-10 13:19:00,58.9,0.0,CARTAO_CREDITO,CONCLUIDA
545,5,,2026-01-07 17:21:00,74.0,0.0,CARTAO_CREDITO,CONCLUIDA
546,10,,2025-07-14 10:32:00,41.9,0.0,CARTAO_CREDITO,CONCLUIDA
547,2,14,2024-11-12 20:49:00,71.9,4.66,DINHEIRO,CONCLUIDA
548,3,61,2025-03-23 09:46:00,62.0,0.0,CARTAO_CREDITO,CONCLUIDA
549,7,119,2026-02-20 09:24:00,601.2,0.0,DINHEIRO,CONCLUIDA
550,1,190,2024-01-28 11:56:00,217.7,0.0,CARTAO_DEBITO,CONCLUIDA
551,2,12,2026-02-07 09:21:00,17.2,0.0,CARTAO_CREDITO,CONCLUIDA
552,1,,2025-09-21 14:43:00,24.5,0.0,CARTAO_DEBITO,CONCLUIDA
553,5,,2025-09-03 17:32:00,86.4,0.0,CARTAO_CREDITO,CONCLUIDA
554,2,,2025-05-29 13:49:00,1259.7,0.0,CARTAO_CREDITO,CONCLUIDA
555,6,173,2025-07-03 13:59:00,35.8,0.0,PIX,CONCLUIDA
556,1,32,2025-04-16 13:03:00,155.8,0.0,PIX,CONCLUIDA
557,5,77,2025-09-02 09:22:00,106.4,0.0,PIX,CONCLUIDA
558,7,,2026-02-19 19:39:00,234.2,0.0,CARTAO_CREDITO,CONCLUIDA
559,12,186,2026-05-22 19:19:00,39.8,0.0,CARTAO_CREDITO,CONCLUIDA
560,13,,2025-08-07 12:19:00,52.0,0.0,CARTAO_DEBITO,CONCLUIDA
561,10,71,2025-07-23 17:25:00,79.8,0.0,PIX,CONCLUIDA
562,10,25,2025-07-09 19:20:00,188.7,0.0,CARTAO_CREDITO,CONCLUIDA
563,1,89,2024-06-04 15:54:00,22.5,0.0,PIX,CONCLUIDA
564,12,,2025-07-28 13:05:00,550.5,0.0,CARTAO_CREDITO,CONCLUIDA
565,1,,2026-03-08 11:24:00,47.5,0.0,PIX,CONCLUIDA
566,9,41,2026-01-22 14:35:00,189.2,0.0,CARTAO_CREDITO,CONCLUIDA
567,9,137,2026-01-22 15:48:00,225.6,0.0,CARTAO_CREDITO,CONCLUIDA
568,9,149,2025-03-04 14:12:00,114.3,0.0,CARTAO_DEBITO,CONCLUIDA
569,4,146,2025-12-01 09:23:00,97.8,0.0,DINHEIRO,CONCLUIDA
570,10,121,2024-07-23 13:08:00,369.4,0.0,CARTAO_CREDITO,CONCLUIDA
571,10,,2024-06-12 11:29:00,39.9,0.0,PIX,CONCLUIDA
572,7,107,2026-06-23 19:34:00,486.2,0.0,DINHEIRO,CONCLUIDA
573,10,184,2025-10-06 18:28:00,39.0,0.0,CARTAO_CREDITO,CONCLUIDA
574,10,94,2025-12-20 10:58:00,55.7,0.0,CARTAO_CREDITO,CONCLUIDA
575,10,88,2026-02-12 13:50:00,7.9,0.0,CARTAO_CREDITO,CONCLUIDA
576,3,95,2026-06-30 12:19:00,84.5,0.0,PIX,CONCLUIDA
577,10,38,2026-05-29 14:16:00,21.5,0.0,CARTAO_DEBITO,CANCELADA
578,4,133,2026-05-12 10:22:00,161.8,0.0,CARTAO_DEBITO,CONCLUIDA
579,12,124,2024-01-15 18:04:00,7.2,0.0,CARTAO_CREDITO,CONCLUIDA
580,2,128,2026-05-22 08:53:00,69.3,0.0,PIX,CONCLUIDA
581,3,,2025-07-04 21:05:00,14.2,0.0,CONVENIO,CONCLUIDA
582,9,63,2026-02-18 10:02:00,7.9,0.0,CONVENIO,CONCLUIDA
583,1,,2025-07-31 11:14:00,356.8,0.0,CARTAO_CREDITO,CONCLUIDA
584,2,51,2026-04-27 11:38:00,91.7,0.0,CARTAO_CREDITO,CONCLUIDA
585,9,1,2026-01-24 17:17:00,12.9,0.0,CARTAO_CREDITO,CONCLUIDA
586,3,88,2026-04-13 16:19:00,26.9,0.0,CARTAO_DEBITO,CONCLUIDA
587,7,17,2025-11-20 12:06:00,446.8,0.0,PIX,CONCLUIDA
588,3,121,2025-11-30 17:13:00,20.9,0.0,CARTAO_DEBITO,CONCLUIDA
589,2,84,2025-04-30 18:38:00,92.8,0.0,PIX,CONCLUIDA
590,4,116,2026-04-14 14:48:00,191.2,0.0,CARTAO_CREDITO,CANCELADA
591,10,184,2026-01-07 08:20:00,31.7,0.0,CARTAO_CREDITO,CONCLUIDA
592,2,185,2025-07-23 20:42:00,136.2,0.0,CARTAO_CREDITO,CONCLUIDA
593,10,199,2026-04-24 10:55:00,10.2,0.0,CARTAO_CREDITO,CONCLUIDA
594,9,143,2025-11-26 19:01:00,555.6,0.0,DINHEIRO,CONCLUIDA
595,2,,2026-05-05 19:59:00,19.5,0.0,DINHEIRO,CONCLUIDA
596,11,132,2026-04-15 14:02:00,647.7,0.0,CONVENIO,CONCLUIDA
597,8,23,2026-02-24 17:41:00,343.5,0.0,CONVENIO,CONCLUIDA
598,9,136,2026-01-27 21:27:00,107.8,8.87,PIX,CONCLUIDA
599,12,197,2026-02-19 18:42:00,127.7,14.07,CARTAO_CREDITO,CONCLUIDA
600,10,18,2025-12-08 11:42:00,25.5,0.0,CARTAO_CREDITO,CONCLUIDA
601,10,113,2026-01-08 08:28:00,270.9,0.0,PIX,CONCLUIDA
602,8,133,2025-10-15 09:31:00,197.5,0.0,PIX,CONCLUIDA
603,3,117,2026-01-10 20:26:00,282.4,32.29,CARTAO_CREDITO,CONCLUIDA
604,7,,2026-05-27 13:02:00,10.5,0.0,DINHEIRO,CONCLUIDA
605,10,54,2025-11-07 12:23:00,86.8,0.0,CARTAO_DEBITO,CONCLUIDA
606,1,128,2026-01-22 18:23:00,189.9,10.04,PIX,CONCLUIDA
607,10,105,2026-01-09 20:38:00,39.8,0.0,PIX,CONCLUIDA
608,15,122,2026-01-28 21:57:00,8.9,0.0,CARTAO_DEBITO,CONCLUIDA
609,2,94,2025-11-15 19:06:00,77.2,0.0,CARTAO_CREDITO,CONCLUIDA
610,10,158,2025-10-23 12:11:00,149.9,0.0,PIX,CONCLUIDA
611,12,34,2026-01-07 18:09:00,201.5,0.0,CARTAO_DEBITO,CONCLUIDA
612,1,89,2026-04-21 14:28:00,71.7,0.0,CONVENIO,CONCLUIDA
613,4,,2025-12-21 20:55:00,198.5,0.0,CARTAO_CREDITO,CONCLUIDA
614,1,25,2026-02-19 21:07:00,233.8,0.0,DINHEIRO,CONCLUIDA
615,2,,2025-06-07 11:09:00,13.2,0.0,PIX,CONCLUIDA
616,10,136,2026-03-29 13:34:00,121.2,0.0,CARTAO_CREDITO,CONCLUIDA
617,2,,2026-05-28 11:17:00,341.2,0.0,DINHEIRO,CONCLUIDA
618,4,,2024-03-09 08:48:00,41.8,0.0,CARTAO_CREDITO,CONCLUIDA
619,3,166,2026-04-28 11:15:00,7.9,0.0,PIX,CONCLUIDA
620,9,53,2026-06-09 12:48:00,183.2,0.0,CARTAO_CREDITO,CONCLUIDA
621,6,,2026-05-08 15:09:00,258.1,0.0,DINHEIRO,CONCLUIDA
