id,venda_id,produto_id,quantidade,preco_unitario,subtotal
872,413,54,1,16.2,16.2
873,413,70,1,27.9,27.9
874,414,16,1,47.5,47.5
875,414,64,1,15.2,15.2
876,415,21,1,20.9,20.9
877,415,70,1,27.9,27.9
878,416,53,1,19.5,19.5
879,417,59,1,172.5,172.5
880,418,48,2,35.9,71.8
881,419,48,2,35.9,71.8
882,420,7,1,17.5,17.5
883,420,55,1,8.5,8.5
884,421,51,2,71.9,143.8
885,421,34,1,15.9,15.9
886,422,49,1,28.5,28.5
887,422,4,1,16.9,16.9
888,422,17,1,29.9,29.9
889,422,59,1,172.5,172.5
890,422,46,2,41.5,83.0
891,423,14,1,62.9,62.9
892,423,15,1,35.9,35.9
893,424,53,3,19.5,58.5
894,424,10,1,49.9,49.9
895,424,63,1,9.5,9.5
896,425,5,3,39.9,119.7
897,425,16,3,47.5,142.5
898,426,66,2,17.9,35.8
899,427,12,1,32.9,32.9
900,428,36,1,7.9,7.9
901,428,51,2,71.9,143.8
902,428,14,1,62.9,62.9
903,429,55,1,8.5,8.5
904,429,26,1,10.2,10.2
905,430,68,1,41.9,41.9
906,430,46,1,41.5,41.5
907,431,2,2,10.5,21.0
908,432,10,1,49.9,49.9
909,432,54,1,16.2,16.2
910,433,50,1,43.9,43.9
911,433,31,1,30.9,30.9
912,434,44,1,118.9,118.9
913,434,3,1,13.2,13.2
914,435,59,1,172.5,172.5
915,436,42,2,189.9,379.8
916,437,6,1,19.8,19.8
917,438,19,2,19.5,39.0
918,439,42,2,189.9,379.8
919,439,62,2,17.2,34.4
920,439,29,1,7.2,7.2
921,439,12,2,32.9,65.8
922,439,34,1,15.9,15.9
923,440,63,1,9.5,9.5
924,440,14,2,62.9,125.8
925,441,29,2,7.2,14.4
926,441,47,1,62.9,62.9
927,441,50,2,43.9,87.8
928,441,58,1,194.9,194.9
929,442,3,2,13.2,26.4
930,443,65,1,12.9,12.9
931,444,36,1,7.9,7.9
932,445,13,1,39.8,39.8
933,446,27,1,12.5,12.5
934,447,31,1,30.9,30.9
935,447,22,1,22.5,22.5
936,447,41,1,148.9,148.9
937,447,9,3,10.2,30.6
938,448,61,1,209.9,209.9
939,448,1,1,8.9,8.9
940,449,13,1,39.8,39.8
941,449,39,2,71.9,143.8
942,449,43,3,169.9,509.7
943,450,62,2,17.2,34.4
944,450,15,1,35.9,35.9
945,450,35,3,42.5,127.5
946,450,67,2,14.2,28.4
947,451,49,1,28.5,28.5
948,452,43,1,169.9,169.9
949,453,45,1,34.9,34.9
950,453,37,1,18.9,18.9
951,454,38,1,98.9,98.9
952,455,65,1,12.9,12.9
953,455,20,2,17.2,34.4
954,455,12,1,32.9,32.9
955,455,35,2,42.5,85.0
956,456,39,1,71.9,71.9
957,457,40,1,84.5,84.5
958,458,46,3,41.5,124.5
959,458,60,1,149.9,149.9
960,458,55,2,8.5,17.0
961,458,54,1,16.2,16.2
962,459,38,2,98.9,197.8
963,459,7,1,17.5,17.5
964,460,14,1,62.9,62.9
965,460,43,2,169.9,339.8
966,460,13,1,39.8,39.8
967,460,38,1,98.9,98.9
968,460,62,1,17.2,17.2
969,461,1,1,8.9,8.9
970,461,63,1,9.5,9.5
971,462,52,1,76.9,76.9
972,463,3,1,13.2,13.2
973,464,64,1,15.2,15.2
974,464,48,1,35.9,35.9
975,464,36,1,7.9,7.9
976,464,51,1,71.9,71.9
977,464,50,1,43.9,43.9
978,465,18,1,33.8,33.8
979,465,60,1,149.9,149.9
980,465,59,1,172.5,172.5
981,465,36,2,7.9,15.8
982,466,18,2,33.8,67.6
983,466,36,1,7.9,7.9
984,467,68,1,41.9,41.9
985,467,34,1,15.9,15.9
986,467,17,1,29.9,29.9
987,468,42,1,189.9,189.9
988,468,30,2,17.2,34.4
989,468,31,2,30.9,61.8
990,469,4,1,16.9,16.9
991,469,23,1,4.9,4.9
992,470,68,2,41.9,83.8
993,471,10,1,49.9,49.9
994,471,44,2,118.9,237.8
995,472,18,1,33.8,33.8
996,472,9,2,10.2,20.4
997,472,57,1,32.5,32.5
998,472,55,1,8.5,8.5
999,473,46,1,41.5,41.5
1000,474,15,2,35.9,71.8
1001,474,61,3,209.9,629.7
1002,475,8,2,27.9,55.8
1003,475,31,1,30.9,30.9
1004,475,64,1,15.2,15.2
1005,475,10,2,49.9,99.8
1006,476,6,1,19.8,19.8
1007,477,49,1,28.5,28.5
1008,478,48,1,35.9,35.9
1009,478,46,1,41.5,41.5
1010,479,8,1,27.9,27.9
1011,480,10,1,49.9,49.9
1012,481,71,2,53.9,107.8
1013,481,38,1,98.9,98.9
1014,481,32,1,34.5,34.5
1015,481,68,1,41.9,41.9
1016,482,27,2,12.5,25.0
1017,482,16,2,47.5,95.0
1018,482,48,1,35.9,35.9
1019,483,11,1,24.5,24.5
1020,484,40,1,84.5,84.5
1021,484,5,1,39.9,39.9
1022,485,56,2,27.9,55.8
1023,485,55,1,8.5,8.5
1024,485,8,3,27.9,83.7
1025,486,60,2,149.9,299.8
1026,486,31,3,30.9,92.7
1027,486,17,1,29.9,29.9
1028,486,2,1,10.5,10.5
1029,486,36,1,7.9,7.9
1030,487,42,2,189.9,379.8
1031,488,11,2,24.5,49.0
1032,488,36,1,7.9,7.9
1033,489,7,1,17.5,17.5
1034,489,30,1,17.2,17.2
1035,489,15,1,35.9,35.9
1036,489,5,1,39.9,39.9
1037,490,6,1,19.8,19.8
1038,490,31,1,30.9,30.9
1039,491,19,1,19.5,19.5
1040,491,4,1,16.9,16.9
1041,491,42,1,189.9,189.9
1042,491,47,1,62.9,62.9
1043,492,66,2,17.9,35.8
1044,493,29,1,7.2,7.2
1045,494,67,1,14.2,14.2
1046,494,57,2,32.5,65.0
1047,494,41,1,148.9,148.9
1048,495,53,1,19.5,19.5
1049,495,47,1,62.9,62.9
1050,495,11,1,24.5,24.5
1051,495,46,1,41.5,41.5
1052,495,65,2,12.9,25.8
1053,496,37,1,18.9,18.9
1054,496,44,1,118.9,118.9
1055,497,71,2,53.9,107.8
1056,497,61,1,209.9,209.9
1057,498,38,1,98.9,98.9
1058,498,16,2,47.5,95.0
1059,499,56,2,27.9,55.8
1060,499,38,2,98.9,197.8
1061,500,59,1,172.5,172.5
1062,500,49,1,28.5,28.5
1063,500,42,1,189.9,189.9
1064,501,42,1,189.9,189.9
1065,501,50,1,43.9,43.9
1066,502,45,1,34.9,34.9
1067,503,36,1,7.9,7.9
1068,504,4,1,16.9,16.9
1069,504,48,2,35.9,71.8
1070,505,56,1,27.9,27.9
1071,506,65,1,12.9,12.9
1072,507,41,2,148.9,297.8
1073,507,25,1,27.5,27.5
1074,507,5,1,39.9,39.9
1075,508,12,3,32.9,98.7
1076,509,49,1,28.5,28.5
1077,510,51,1,71.9,71.9
1078,510,46,1,41.5,41.5
1079,511,41,1,148.9,148.9
1080,512,38,1,98.9,98.9
1081,513,34,1,15.9,15.9
1082,513,7,2,17.5,35.0
1083,514,43,3,169.9,509.7
1084,514,17,1,29.9,29.9
1085,514,70,1,27.9,27.9
1086,514,3,2,13.2,26.4
1087,515,51,2,71.9,143.8
1088,515,30,2,17.2,34.4
1089,515,38,1,98.9,98.9
1090,516,21,1,20.9,20.9
1091,516,37,1,18.9,18.9
1092,517,10,1,49.9,49.9
1093,517,65,2,12.9,25.8
1094,517,54,1,16.2,16.2
1095,517,3,1,13.2,13.2
1096,518,26,1,10.2,10.2
1097,519,65,1,12.9,12.9
1098,519,32,1,34.5,34.5
1099,519,49,1,28.5,28.5
1100,520,40,1,84.5,84.5
1101,521,30,2,17.2,34.4
1102,521,8,1,27.9,27.9
1103,522,63,1,9.5,9.5
1104,522,70,3,27.9,83.7
1105,523,2,1,10.5,10.5
1106,523,21,1,20.9,20.9
1107,524,71,1,53.9,53.9
1108,524,54,1,16.2,16.2
1109,524,52,3,76.9,230.7
1110,525,48,1,35.9,35.9
1111,526,2,1,10.5,10.5
1112,526,41,1,148.9,148.9
1113,526,54,3,16.2,48.6
1114,527,29,1,7.2,7.2
1115,527,45,2,34.9,69.8
1116,528,10,2,49.9,99.8
1117,528,20,1,17.2,17.2
1118,528,14,1,62.9,62.9
1119,529,61,1,209.9,209.9
1120,529,27,1,12.5,12.5
1121,529,22,1,22.5,22.5
1122,530,61,1,209.9,209.9
1123,530,42,2,189.9,379.8
1124,531,28,2,21.5,43.0
1125,531,22,2,22.5,45.0
1126,532,47,2,62.9,125.8
1127,533,25,1,27.5,27.5
1128,533,1,1,8.9,8.9
1129,534,33,3,19.9,59.7
1130,534,36,1,7.9,7.9
1131,534,8,1,27.9,27.9
1132,534,4,1,16.9,16.9
1133,534,61,2,209.9,419.8
1134,535,16,1,47.5,47.5
1135,535,8,2,27.9,55.8
1136,536,41,1,148.9,148.9
1137,536,22,2,22.5,45.0
1138,536,47,1,62.9,62.9
1139,537,26,1,10.2,10.2
1140,538,12,1,32.9,32.9
1141,538,60,2,149.9,299.8
1142,539,32,2,34.5,69.0
1143,539,40,1,84.5,84.5
1144,540,29,2,7.2,14.4
1145,541,67,1,14.2,14.2
1146,541,58,2,194.9,389.8
1147,541,22,1,22.5,22.5
1148,542,35,1,42.5,42.5
1149,542,12,1,32.9,32.9
1150,543,5,2,39.9,79.8
1151,543,42,1,189.9,189.9
1152,544,3,2,13.2,26.4
1153,544,57,1,32.5,32.5
1154,545,6,2,19.8,39.6
1155,545,30,2,17.2,34.4
1156,546,68,1,41.9,41.9
1157,547,51,1,71.9,71.9
1158,548,48,1,35.9,35.9
1159,548,1,1,8.9,8.9
1160,548,62,1,17.2,17.2
1161,549,18,2,33.8,67.6
1162,549,52,2,76.9,153.8
1163,549,42,2,189.9,379.8
1164,550,48,1,35.9,35.9
1165,550,47,1,62.9,62.9
1166,550,44,1,118.9,118.9
1167,551,20,1,17.2,17.2
1168,552,11,1,24.5,24.5
1169,553,63,1,9.5,9.5
1170,553,52,1,76.9,76.9
1171,554,69,3,419.9,1259.7
1172,555,66,2,17.9,35.8
1173,556,33,1,19.9,19.9
1174,556,55,2,8.5,17.0
1175,556,44,1,118.9,118.9
1176,557,51,1,71.9,71.9
1177,557,32,1,34.5,34.5
1178,558,68,1,41.9,41.9
1179,558,59,1,172.5,172.5
1180,558,6,1,19.8,19.8
1181,559,33,2,19.9,39.8
1182,560,32,1,34.5,34.5
1183,560,7,1,17.5,17.5
1184,561,35,1,42.5,42.5
1185,561,1,2,8.9,17.8
1186,561,53,1,19.5,19.5
1187,562,59,1,172.5,172.5
1188,562,54,1,16.2,16.2
1189,563,22,1,22.5,22.5
1190,564,48,1,35.9,35.9
1191,564,39,1,71.9,71.9
1192,564,38,1,98.9,98.9
1193,564,41,1,148.9,148.9
1194,564,58,1,194.9,194.9
1195,565,16,1,47.5,47.5
1196,566,54,2,16.2,32.4
1197,566,36,1,7.9,7.9
1198,566,41,1,148.9,148.9
1199,567,58,1,194.9,194.9
1200,567,21,1,20.9,20.9
1201,567,23,2,4.9,9.8
1202,568,18,3,33.8,101.4
1203,568,65,1,12.9,12.9
1204,569,50,1,43.9,43.9
1205,569,71,1,53.9,53.9
1206,570,27,1,12.5,12.5
1207,570,60,1,149.9,149.9
1208,570,59,1,172.5,172.5
1209,570,32,1,34.5,34.5
1210,571,5,1,39.9,39.9
1211,572,69,1,419.9,419.9
1212,572,4,2,16.9,33.8
1213,572,57,1,32.5,32.5
1214,573,19,2,19.5,39.0
1215,574,34,1,15.9,15.9
1216,574,13,1,39.8,39.8
1217,575,36,1,7.9,7.9
1218,576,40,1,84.5,84.5
1219,577,28,1,21.5,21.5
1220,578,65,1,12.9,12.9
1221,578,41,1,148.9,148.9
1222,579,29,1,7.2,7.2
1223,580,68,1,41.9,41.9
1224,580,30,1,17.2,17.2
1225,580,26,1,10.2,10.2
1226,581,67,1,14.2,14.2
1227,582,36,1,7.9,7.9
1228,583,62,1,17.2,17.2
1229,583,60,2,149.9,299.8
1230,583,13,1,39.8,39.8
1231,584,56,2,27.9,55.8
1232,584,15,1,35.9,35.9
1233,585,65,1,12.9,12.9
1234,586,24,1,26.9,26.9
1235,587,69,1,419.9,419.9
1236,587,24,1,26.9,26.9
1237,588,21,1,20.9,20.9
1238,589,35,1,42.5,42.5
1239,589,30,2,17.2,34.4
1240,589,34,1,15.9,15.9
1241,590,52,1,76.9,76.9
1242,590,8,2,27.9,55.8
1243,590,53,3,19.5,58.5
1244,591,26,1,10.2,10.2
1245,591,28,1,21.5,21.5
1246,592,63,1,9.5,9.5
1247,592,32,1,34.5,34.5
1248,592,36,1,7.9,7.9
1249,592,49,1,28.5,28.5
1250,592,8,2,27.9,55.8
1251,593,26,1,10.2,10.2
1252,594,41,2,148.9,297.8
1253,594,47,1,62.9,62.9
1254,594,58,1,194.9,194.9
1255,595,53,1,19.5,19.5
1256,596,42,1,189.9,189.9
1257,596,69,1,419.9,419.9
1258,596,63,2,9.5,19.0
1259,596,37,1,18.9,18.9
1260,597,56,1,27.9,27.9
1261,597,36,2,7.9,15.8
1262,597,60,2,149.9,299.8
1263,598,38,1,98.9,98.9
1264,598,1,1,8.9,8.9
1265,599,46,2,41.5,83.0
1266,599,20,1,17.2,17.2
1267,599,25,1,27.5,27.5
1268,600,55,3,8.5,25.5
1269,601,27,1,12.5,12.5
1270,601,49,1,28.5,28.5
1271,601,7,2,17.5,35.0
1272,601,58,1,194.9,194.9
1273,602,41,1,148.9,148.9
1274,602,54,3,16.2,48.6
1275,603,46,1,41.5,41.5
1276,603,47,2,62.9,125.8
1277,603,40,1,84.5,84.5
1278,603,9,3,10.2,30.6
1279,604,2,1,10.5,10.5
1280,605,54,3,16.2,48.6
1281,605,23,2,4.9,9.8
1282,605,67,2,14.2,28.4
1283,606,42,1,189.9,189.9
1284,607,13,1,39.8,39.8
1285,608,1,1,8.9,8.9
1286,609,26,1,10.2,10.2
1287,609,17,2,29.9,59.8
1288,609,29,1,7.2,7.2
1289,610,60,1,149.9,149.9
1290,611,5,3,39.9,119.7
1291,611,50,1,43.9,43.9
1292,611,7,1,17.5,17.5
1293,611,26,2,10.2,20.4
1294,612,34,1,15.9,15.9
1295,612,70,2,27.9,55.8
1296,613,13,2,39.8,79.6
1297,613,44,1,118.9,118.9
1298,614,17,1,29.9,29.9
1299,614,45,1,34.9,34.9
1300,614,40,2,84.5,169.0
1301,615,3,1,13.2,13.2
1302,616,68,1,41.9,41.9
1303,616,22,1,22.5,22.5
1304,616,48,1,35.9,35.9
1305,616,21,1,20.9,20.9
1306,617,52,2,76.9,153.8
1307,617,38,1,98.9,98.9
1308,617,50,1,43.9,43.9
1309,617,67,2,14.2,28.4
1310,617,54,1,16.2,16.2
1311,618,21,2,20.9,41.8
1312,619,36,1,7.9,7.9
1313,620,67,1,14.2,14.2
1314,620,40,2,84.5,169.0
1315,621,44,1,118.9,118.9
1316,621,35,1,42.5,42.5
1317,621,6,1,19.8,19.8
1318,621,49,2,28.5,57.0
1319,621,33,1,19.9,19.9
1320,622,64,1,15.2,15.2
1321,622,56,1,27.9,27.9
1322,622,54,2,16.2,32.4
1323,623,63,1,9.5,9.5
1324,623,32,1,34.5,34.5
1325,623,64,1,15.2,15.2
1326,624,14,1,62.9,62.9
1327,625,51,1,71.9,71.9
1328,625,6,2,19.8,39.6
1329,626,28,1,21.5,21.5
1330,626,24,2,26.9,53.8
1331,626,4,2,16.9,33.8
1332,626,43,2,169.9,339.8
1333,627,21,1,20.9,20.9
1334,627,27,2,12.5,25.0
1335,628,30,2,17.2,34.4
1336,628,41,1,148.9,148.9
1337,629,57,2,32.5,65.0
1338,629,47,3,62.9,188.7
1339,630,10,1,49.9,49.9
1340,631,38,1,98.9,98.9
1341,632,29,1,7.2,7.2
1342,633,71,1,53.9,53.9
1343,633,25,2,27.5,55.0
1344,634,48,1,35.9,35.9
1345,635,65,2,12.9,25.8
1346,636,7,1,17.5,17.5
1347,636,59,1,172.5,172.5
1348,637,46,1,41.5,41.5
1349,638,28,1,21.5,21.5
1350,638,58,1,194.9,194.9
1351,638,40,2,84.5,169.0
1352,638,69,2,419.9,839.8
1353,638,39,1,71.9,71.9
1354,639,9,1,10.2,10.2
1355,640,16,1,47.5,47.5
1356,640,43,2,169.9,339.8
1357,641,56,2,27.9,55.8
1358,642,8,3,27.9,83.7
1359,643,9,1,10.2,10.2
1360,643,23,1,4.9,4.9
1361,644,23,1,4.9,4.9
1362,644,65,2,12.9,25.8
1363,645,67,1,14.2,14.2
1364,646,71,1,53.9,53.9
1365,646,9,1,10.2,10.2
1366,646,44,2,118.9,237.8
1367,646,32,1,34.5,34.5
1368,647,67,1,14.2,14.2
1369,648,26,1,10.2,10.2
1370,649,37,1,18.9,18.9
1371,649,8,1,27.9,27.9
1372,650,39,1,71.9,71.9
1373,651,6,1,19.8,19.8
1374,651,28,1,21.5,21.5
1375,651,13,1,39.8,39.8
1376,652,1,3,8.9,26.7
1377,652,31,2,30.9,61.8
1378,652,43,1,169.9,169.9
1379,652,23,2,4.9,9.8
1380,653,35,1,42.5,42.5
1381,654,58,1,194.9,194.9
1382,655,51,1,71.9,71.9
1383,656,17,3,29.9,89.7
1384,656,67,1,14.2,14.2
1385,657,19,1,19.5,19.5
1386,657,57,1,32.5,32.5
1387,658,23,1,4.9,4.9
1388,659,57,2,32.5,65.0
1389,659,4,1,16.9,16.9
1390,659,9,1,10.2,10.2
1391,660,42,1,189.9,189.9
1392,660,48,1,35.9,35.9
1393,660,5,1,39.9,39.9
1394,661,61,2,209.9,419.8
1395,662,59,1,172.5,172.5
1396,662,62,1,17.2,17.2
1397,662,20,2,17.2,34.4
1398,662,69,3,419.9,1259.7
1399,662,47,1,62.9,62.9
1400,663,52,2,76.9,153.8
1401,663,17,1,29.9,29.9
1402,663,46,1,41.5,41.5
1403,663,27,2,12.5,25.0
1404,664,25,2,27.5,55.0
1405,665,14,1,62.9,62.9
1406,666,50,2,43.9,87.8
1407,667,52,1,76.9,76.9
1408,668,5,2,39.9,79.8
1409,668,13,1,39.8,39.8
1410,669,41,1,148.9,148.9
1411,669,58,2,194.9,389.8
1412,670,71,1,53.9,53.9
1413,670,61,1,209.9,209.9
1414,671,49,1,28.5,28.5
1415,671,62,1,17.2,17.2
1416,672,11,1,24.5,24.5
1417,672,48,1,35.9,35.9
1418,672,9,1,10.2,10.2
1419,672,23,1,4.9,4.9
1420,673,64,1,15.2,15.2
1421,673,3,1,13.2,13.2
1422,674,31,2,30.9,61.8
1423,675,2,2,10.5,21.0
1424,676,55,2,8.5,17.0
1425,676,53,2,19.5,39.0
1426,676,44,1,118.9,118.9
1427,676,17,1,29.9,29.9
1428,677,14,1,62.9,62.9
1429,677,32,1,34.5,34.5
1430,677,10,1,49.9,49.9
1431,678,59,2,172.5,345.0
1432,678,43,1,169.9,169.9
1433,679,7,2,17.5,35.0
1434,680,8,1,27.9,27.9
1435,681,24,2,26.9,53.8
1436,682,45,1,34.9,34.9
1437,682,31,1,30.9,30.9
1438,683,58,1,194.9,194.9
1439,684,41,1,148.9,148.9
1440,684,58,2,194.9,389.8
1441,685,60,2,149.9,299.8
1442,685,42,2,189.9,379.8
1443,686,49,1,28.5,28.5
1444,686,20,1,17.2,17.2
1445,686,52,2,76.9,153.8
1446,687,21,2,20.9,41.8
1447,687,39,2,71.9,143.8
1448,688,9,1,10.2,10.2
1449,688,42,2,189.9,379.8
1450,688,62,2,17.2,34.4
1451,688,38,1,98.9,98.9
1452,688,19,1,19.5,19.5
1453,689,17,1,29.9,29.9
1454,689,48,1,35.9,35.9
1455,689,61,1,209.9,209.9
1456,690,43,2,169.9,339.8
1457,690,25,3,27.5,82.5
1458,691,66,2,17.9,35.8
1459,692,36,2,7.9,15.8
1460,692,19,1,19.5,19.5
1461,692,47,1,62.9,62.9
1462,693,25,1,27.5,27.5
1463,693,16,1,47.5,47.5
1464,694,4,1,16.9,16.9
1465,695,41,2,148.9,297.8
1466,695,14,1,62.9,62.9
1467,696,19,2,19.5,39.0
1468,696,41,1,148.9,148.9
1469,697,66,1,17.9,17.9
1470,698,46,1,41.5,41.5
1471,698,44,1,118.9,118.9
1472,699,34,1,15.9,15.9
1473,700,18,2,33.8,67.6
1474,700,65,1,12.9,12.9
1475,700,41,1,148.9,148.9
1476,700,42,2,189.9,379.8
1477,700,50,1,43.9,43.9
1478,701,48,1,35.9,35.9
1479,701,66,1,17.9,17.9
1480,701,22,1,22.5,22.5
1481,702,34,1,15.9,15.9
1482,703,14,2,62.9,125.8
1483,704,30,1,17.2,17.2
1484,704,33,1,19.9,19.9
1485,705,63,1,9.5,9.5
1486,706,2,2,10.5,21.0
1487,707,48,1,35.9,35.9
1488,707,10,1,49.9,49.9
1489,708,4,1,16.9,16.9
1490,708,61,2,209.9,419.8
1491,708,23,1,4.9,4.9
1492,708,2,2,10.5,21.0
1493,709,5,1,39.9,39.9
1494,709,64,1,15.2,15.2
1495,710,4,1,16.9,16.9
1496,710,35,1,42.5,42.5
1497,710,25,1,27.5,27.5
1498,711,12,1,32.9,32.9
1499,712,23,1,4.9,4.9
1500,713,12,1,32.9,32.9
1501,713,33,1,19.9,19.9
1502,713,18,1,33.8,33.8
1503,713,43,1,169.9,169.9
1504,713,46,2,41.5,83.0
1505,714,27,3,12.5,37.5
1506,714,51,1,71.9,71.9
1507,714,11,1,24.5,24.5
1508,714,54,1,16.2,16.2
1509,714,15,1,35.9,35.9
1510,715,51,1,71.9,71.9
1511,715,67,1,14.2,14.2
1512,716,25,1,27.5,27.5
1513,716,1,2,8.9,17.8
1514,716,65,1,12.9,12.9
1515,716,14,1,62.9,62.9
1516,717,10,1,49.9,49.9
1517,717,9,1,10.2,10.2
1518,717,33,2,19.9,39.8
1519,718,6,3,19.8,59.4
1520,718,63,1,9.5,9.5
1521,719,63,3,9.5,28.5
1522,719,4,2,16.9,33.8
1523,719,49,1,28.5,28.5
1524,719,5,1,39.9,39.9
1525,720,58,1,194.9,194.9
1526,721,50,1,43.9,43.9
1527,721,69,1,419.9,419.9
1528,722,20,1,17.2,17.2
1529,722,10,1,49.9,49.9
1530,723,30,1,17.2,17.2
1531,723,57,1,32.5,32.5
1532,723,15,2,35.9,71.8
1533,724,14,1,62.9,62.9
1534,724,54,1,16.2,16.2
1535,725,18,1,33.8,33.8
1536,725,16,1,47.5,47.5
1537,725,4,1,16.9,16.9
1538,725,21,1,20.9,20.9
1539,726,19,1,19.5,19.5
1540,727,18,1,33.8,33.8
1541,728,10,1,49.9,49.9
1542,728,19,2,19.5,39.0
1543,729,47,1,62.9,62.9
1544,729,29,2,7.2,14.4
1545,729,34,1,15.9,15.9
1546,730,62,1,17.2,17.2
1547,730,66,1,17.9,17.9
1548,730,53,1,19.5,19.5
1549,730,21,1,20.9,20.9
1550,731,44,1,118.9,118.9
1551,732,18,1,33.8,33.8
1552,732,61,1,209.9,209.9
1553,733,42,2,189.9,379.8
1554,734,25,1,27.5,27.5
1555,734,18,1,33.8,33.8
1556,734,38,2,98.9,197.8
1557,735,44,2,118.9,237.8
1558,735,24,2,26.9,53.8
1559,736,49,2,28.5,57.0
1560,737,54,1,16.2,16.2
1561,737,26,3,10.2,30.6
1562,738,6,1,19.8,19.8
1563,738,9,1,10.2,10.2
1564,738,36,1,7.9,7.9
1565,738,14,2,62.9,125.8
1566,738,71,1,53.9,53.9
1567,739,35,1,42.5,42.5
1568,739,71,1,53.9,53.9
1569,740,35,2,42.5,85.0
1570,741,40,1,84.5,84.5
1571,742,49,1,28.5,28.5
1572,742,3,1,13.2,13.2
1573,743,48,2,35.9,71.8
1574,743,19,1,19.5,19.5
1575,744,61,3,209.9,629.7
1576,745,56,2,27.9,55.8
1577,746,67,3,14.2,42.6
1578,746,68,1,41.9,41.9
1579,746,26,2,10.2,20.4
1580,746,5,1,39.9,39.9
1581,747,36,1,7.9,7.9
1582,747,24,1,26.9,26.9
1583,747,30,1,17.2,17.2
1584,747,53,1,19.5,19.5
1585,748,26,1,10.2,10.2
1586,749,32,2,34.5,69.0
1587,749,2,1,10.5,10.5
1588,749,42,1,189.9,189.9
1589,749,22,1,22.5,22.5
1590,750,15,1,35.9,35.9
1591,750,32,1,34.5,34.5
1592,751,60,2,149.9,299.8
1593,751,67,1,14.2,14.2
1594,751,46,1,41.5,41.5
1595,751,52,1,76.9,76.9
1596,752,48,1,35.9,35.9
1597,752,4,1,16.9,16.9
1598,753,19,2,19.5,39.0
1599,753,3,2,13.2,26.4
1600,754,13,1,39.8,39.8
1601,754,38,2,98.9,197.8
1602,754,48,2,35.9,71.8
1603,754,7,2,17.5,35.0
1604,755,13,1,39.8,39.8
1605,756,42,1,189.9,189.9
1606,756,37,2,18.9,37.8
1607,757,20,2,17.2,34.4
1608,758,6,1,19.8,19.8
1609,758,39,1,71.9,71.9
1610,759,21,1,20.9,20.9
1611,759,5,2,39.9,79.8
1612,759,34,1,15.9,15.9
1613,759,62,1,17.2,17.2
1614,759,9,1,10.2,10.2
1615,760,43,1,169.9,169.9
1616,760,42,2,189.9,379.8
1617,760,68,1,41.9,41.9
1618,760,20,1,17.2,17.2
1619,761,52,2,76.9,153.8
1620,761,7,1,17.5,17.5
1621,761,39,2,71.9,143.8
1622,761,33,1,19.9,19.9
1623,761,14,3,62.9,188.7
1624,762,21,1,20.9,20.9
1625,763,4,2,16.9,33.8
1626,763,43,1,169.9,169.9
1627,764,22,1,22.5,22.5
1628,765,20,1,17.2,17.2
1629,765,7,1,17.5,17.5
1630,765,1,3,8.9,26.7
1631,765,61,1,209.9,209.9
1632,766,6,2,19.8,39.6
1633,766,1,1,8.9,8.9
1634,767,60,1,149.9,149.9
1635,768,61,3,209.9,629.7
1636,768,58,1,194.9,194.9
1637,768,46,1,41.5,41.5
1638,769,11,1,24.5,24.5
1639,770,56,2,27.9,55.8
1640,770,53,1,19.5,19.5
1641,770,16,1,47.5,47.5
1642,771,5,2,39.9,79.8
1643,772,55,1,8.5,8.5
1644,773,6,2,19.8,39.6
1645,774,44,1,118.9,118.9
1646,774,48,1,35.9,35.9
1647,775,68,1,41.9,41.9
1648,775,26,2,10.2,20.4
1649,776,9,2,10.2,20.4
1650,776,61,1,209.9,209.9
1651,777,5,1,39.9,39.9
1652,777,30,1,17.2,17.2
1653,777,33,1,19.9,19.9
1654,778,54,2,16.2,32.4
1655,778,3,1,13.2,13.2
1656,778,65,1,12.9,12.9
1657,778,40,1,84.5,84.5
1658,779,26,1,10.2,10.2
1659,779,2,1,10.5,10.5
1660,780,55,2,8.5,17.0
1661,780,27,1,12.5,12.5
1662,781,31,1,30.9,30.9
1663,782,66,1,17.9,17.9
1664,782,16,1,47.5,47.5
1665,783,12,1,32.9,32.9
1666,783,9,1,10.2,10.2
1667,784,56,2,27.9,55.8
1668,784,14,1,62.9,62.9
1669,784,66,1,17.9,17.9
1670,785,42,1,189.9,189.9
1671,785,48,1,35.9,35.9
1672,786,41,2,148.9,297.8
1673,787,5,2,39.9,79.8
1674,788,34,2,15.9,31.8
1675,789,3,1,13.2,13.2
1676,790,43,1,169.9,169.9
1677,790,41,1,148.9,148.9
1678,790,16,1,47.5,47.5
1679,790,24,1,26.9,26.9
1680,790,28,2,21.5,43.0
1681,791,52,2,76.9,153.8
1682,792,61,1,209.9,209.9
1683,792,47,1,62.9,62.9
1684,793,3,1,13.2,13.2
1685,793,61,2,209.9,419.8
1686,794,25,1,27.5,27.5
1687,794,64,1,15.2,15.2
1688,794,71,1,53.9,53.9
1689,795,16,1,47.5,47.5
1690,795,54,1,16.2,16.2
1691,795,33,1,19.9,19.9
1692,795,64,2,15.2,30.4
1693,796,10,3,49.9,149.7
1694,796,51,1,71.9,71.9
1695,796,18,1,33.8,33.8
1696,797,48,1,35.9,35.9
1697,798,32,1,34.5,34.5
1698,798,63,1,9.5,9.5
1699,798,36,1,7.9,7.9
1700,798,56,1,27.9,27.9
